state,district,block,village_name,other_areas,constituency,longitude,latitude
Jharkhand,Palamu,Daltonganj,NA,NA,Chhatarpur,24.04380555555556,84.08225
Jharkhand,East Singhbhum,Ghatsila,Mudakati,NA,Ghatshila,22.586416666666665,86.473
Jharkhand,Giridih,Gawan,Aman,Beltharwa,Dhanwar,24.71333333333333,85.86186111111111
Jharkhand,Bokaro,Chandankiyari,NA,Fusro market,Chandankiyari,23.767611111111112,86.01094444444445
Jharkhand,Bokaro,Nawadih,NA,Nawadih,Dumri,23.85263888888889,86.04502777777778
Jharkhand,Chatra,Pratappur,Alipa,NA,Chatra,23.85588888888889,85.03058333333333
Jharkhand,Khunti,Rania,Rania,Torpa,Torpa,22.766,85.11013888888888
Jharkhand,West Singhbhum,Bandgaon,Bandgaon,NA,Chakradhapur,22.865944444444445,85.32605555555556
Jharkhand,Ranchi,Bundu,Taimara,NA,Tamar,23.193277777777777,85.50527777777778
Jharkhand,Hazaribagh,Hazaribagh,NA,Jhumra bazaar,Hazaribagh,24.01097222222222,85.5111388888889
Jharkhand,East Singhbhum,Dumaria,Panchangora Tola,NA,Potka,24.3745,87.05755555555555
Jharkhand,Bokaro,Jaridih,Tilaiya,Luggu hill,Bermo,24.319166666666668,85.52775
Jharkhand,West Singhbhum,Chaibasa,Chaibasa,NA,Chaibasa,22.54780555555556,85.801
Jharkhand,Garwah,Bhandaria,Bhandaria,NA,Bishrampur,23.7325,83.83933333333333
Jharkhand,Lohardaga,Kisko,Anandpur Toroa Toli,NA,Lohardaga,22.467444444444443,85.17702777777778
Jharkhand,Jamtara,Narayanpur,Kurpa,Narayan Police Station,Jamtara,24.04602777777778,86.61191666666666
Jharkhand,West Singhbhum,Noamundi,Gua,NA,Jaganathpur,22.21455555555556,85.38088888888888
Jharkhand,Chatra,Itkhori,Kalyanpur Kata,NA,Simaria,23.76075,85.02822222222223
Jharkhand,East Singhbhum,Jamshedpur,Narga,NA,Jugsalai,22.58683333333333,86.13302777777777
Jharkhand,Dhanbad,Tundi,Tundi,NA,Tundi,23.987111111111112,86.45127777777778
Jharkhand,Garhwa,Bhawnathpur,Ketar,NA,Bhawnathpur,24.472583333333333,83.55616666666667
Jharkhand,Palamau,Hussainabad,NA,Mohammadganj Railway Station,Hussainabad,24.433222222222224,83.86644444444444
Jharkhand,Ranchi,Tamar,Tamar,NA,Tamar,23.050444444444445,85.65477777777778
Jharkhand,West Singhbhum,Kudaburu,Sonua,Siumari forest,Chakradharpur,22.575388888888888,85.45725
Jharkhand,Garwah,Bhandaria,Hesatu,Bhandaria,Bishrampur,23.61655555555556,83.91697222222223
Jharkhand,Dumka,Jarmundi,NA,Jermundi Police Station,Jarmundi,24.395138888888887,87.04755555555555
Jharkhand,Latehar,Manika,Manika,Sardamdag forest,Manika,23.86605555555556,84.35172222222222
Jharkhand,Simdega,Bano,Dumaria,NA,Torpa,24.37425,87.05894444444444
Jharkhand,Latehar,Latehar,Parsahi,NA,Latehar,23.750027777777778,84.46219444444445
Jharkhand,Garhwa,Bhandaria,Tehri,Bhandaria,Bishrampur,23.73580555555556,83.83272222222222
Jharkhand,Ramgarh,Patratu,Tokisud,NA,Barkagaon,23.696694444444443,85.24547222222222
Jharkhand,Gumla,Chainpur/Palkot,NA,Mahuatoli forest in Chainpur,Gumla,23.902555555555555,86.49261111111112
Jharkhand,Koderma,Satgawan,Satgawan,NA,Kodarma,24.619972222222223,85.91833333333334
Jharkhand,Dhanbad,NA,NA,Patharchhapra,Tundi,23.88213888888889,86.22880555555555
Jharkhand,Giridih,Bagodar,NA,Chalania forest,Bagodar,24.104000000000003,85.84330555555555
Jharkhand,Gumla,Chenpur,Palkot,Lawakera,Simdega,22.89575,84.65144444444445
Jharkhand,Simdega,Simdega,Banabira,NA,Simdega,22.69338888888889,84.29863888888889
Jharkhand,East Singhbhum,Dhalbhumgarh,Jiyan,NA,Lakhiram Mardi,22.370833333333334,86.50261111111111
Jharkhand,East Singhbhum,Potka,Kasiabeda,NA,Potka,22.275666666666663,86.47697222222223
Jharkhand,West Singhbhum,Bandgaon,Katua,Bandgaon Police Station,Chakradharpur,22.86725,85.32558333333333
Jharkhand,Hazaribagh,Bishnugarh,NA,Bishnugarh,Bishnugarh,24.016777777777776,85.75422222222223
Jharkhand,Simdega,Simdega,Arani,NA,Simdega,22.662138888888887,84.59230555555555
Jharkhand,Bokaro,Gomia,NA,Jhumra Hills,Gomia,22.74044444444445,86.34488888888889
Jharkhand,Lohardaga,Kisko,NA,Madanpur-Lawapani,Lohardaga,23.584527777777776,84.54625
Jharkhand,Gumla,Basia,Narkela,NA,Sisai,22.87172222222222,84.8253611111111
Jharkhand,Khunti,Torpa,Pandaria,NA,Torpa,23.82488888888889,85.18388888888889
Jharkhand,Chatra,Hunterganj,Bhuiandih,NA,Chatra,23.75705555555556,85.59511111111111
Jharkhand,Palamu,Chhatarpur,Thekhi,NA,Chhatarpur,24.29888888888889,84.05697222222221
Jharkhand,Bokaro,Gumia,Purnapani,Hurdag,Gomia,23.84961111111111,85.60775
Jharkhand,Hazaribagh,Churchu,NA,50 kilometres from District headquarters,Churchu,23.909666666666663,85.51158333333333
Jharkhand,Ranchi,Tamar,Jojodih,Tamar Police Station,Tamar,22.770805555555555,85.78011111111111
Jharkhand,Khunti,Murhu,Raboli,Murhu Police Station,Khunti,22.963916666666663,85.27974999999999
Jharkhand,Khunti,Karra,NA,Karra Police Station,Khunti,23.129,85.13127777777777
Jharkhand,Palamau,Chainpur,Chahapur,NA,Daltonganj,23.99491666666667,83.97813888888889
Jharkhand,Khunti,Khunti,Bhuiadih,NA,Khunti,23.116722222222226,85.35205555555555
Jharkhand,Chatra,Itkhori,Itkhori,NA,Simaria,24.29694444444445,85.16144444444446
Jharkhand,Seraikela-Kharsawan,Chandil,NA,Ranka forest,Ichagarh,23.99158333333333,83.78563888888888
Jharkhand,East Singhbhum,Ghatshila,NA,Musabai,Ghatshila,22.505055555555558,86.45469444444444
Jharkhand,Latehar,Barwadih,Chhipadohar,between Chhipadohar and Barwadih stations,Manika,23.8175,84.19361111111111
Jharkhand,Gumla,Gumla,Kutasi,Koel river,Gumla,22.99961111111111,84.73441666666666
Jharkhand,Seraikela-Kharsawan,Kharsawan,Hurungda,NA,Kharsawan,22.78211111111111,85.81666666666666
Jharkhand,Giridih,Chhatapur,NA,Jharha,Chhatapur,24.086916666666667,86.16205555555557
Jharkhand,Latehar,Barwadih,NA,"Mangra, Barwadih",Manika,23.84808333333333,84.11688888888888
Jharkhand,West Singhbhum,Jhinkpani,Hatnaburu,NA,Chaibasa,22.596666666666664,86.64527777777778
Jharkhand,Ranchi,Tupudana,NA,NA,Hatia,23.2685,85.30747222222222
Jharkhand,Latehar,Latehar,Kumandih,NA,Latehar,24.071555555555555,86.90097222222222
Jharkhand,Dumka,Shikaripada,Chatupara,NA,Shikaripada,24.23911111111111,87.46805555555555
Jharkhand,Latehar,Balumath,NA,Herhanj,Latehar,23.949361111111116,84.61183333333332
Jharkhand,Latehar,Manika,NA,Bishnuband Manika forest,Manika,23.86730555555556,84.34994444444445
Jharkhand,Lohardaga,Kuru,NA,Kudu-Chandwa road,Lohardaga,23.54125,84.8183611111111
Jharkhand,Bokaro,Gomia,NA,"Gomia, Dania",Gomia,23.811333333333334,85.82166666666666
Jharkhand,Ranchi,Ranchi,Parastoli,NA,Hatia,23.335944444444443,85.31705555555556
Jharkhand,Palamau,Manatu,NA,NA,Panki,24.225111111111108,84.42725
Jharkhand,Ranchi,Tamar,Parasi,NA,Tamar,22.997777777777777,85.71352777777778
Jharkhand,Bokaro,Gomia,Lalpania,Jhumra,Gomia,23.74075,85.74383333333333
Jharkhand,Khunti,Arki,NA,Musanga jungle,Tamar,23.00788888888889,85.53316666666666
Jharkhand,Hazaribagh,Keredari,Salga,NA,Barkagaon,23.990277777777777,85.25333333333333
Jharkhand,Dhanbad,Topchanchi,Topchachi,NA,Tundi,23.90072222222222,86.1906388888889
Jharkhand,Chatra,Hussainabad,Jamua,NA,Hussainabad,24.36725,86.14850000000001
Jharkhand,West Singhbhum,NA,Bitkilsoya,Jaraikela of Saranda forest area,Jaganathpur,22.13208333333333,85.07097222222222
Jharkhand,Latehar,Garu,NA,Hetha Toli,Manika,23.359194444444444,85.20094444444445
Jharkhand,Giridih,Tisri,Dhawatand,NA,Dhanwar,23.98322222222222,86.03086111111111
Jharkhand,Dhanbad,Dhanbad,Taitulmuri,Nisitpur,Dhanbad,23.804861111111112,86.43116666666667
Jharkhand,Palamu,Chhatapur,NA,NA,Chhatapur,24.374972222222222,84.19444444444444
Jharkhand,Latehar,Nathbalwa,NA,Manika area,Manika,23.86505555555556,84.35302777777777
Jharkhand,East Singhbhum,Dalbhumgarh,Ghatshila,Subernarekha,Ghatshila,22.586416666666665,86.473
Jharkhand,Ranchi,Tamar,NA,"Tamar, Jamshedpur",Tamar,23.050555555555555,85.65511111111111
Jharkhand,East Singhbhum,Musabani,Nimdih,Jamshedpur,Ghatshila,22.991222222222223,86.14605555555556
Jharkhand,West Singhbhum,NA,NA,Saranda forest,Jaganathpur,22.11786111111111,85.28863888888888
Jharkhand,Khunti,Arki,Birbanki,Arki,Tamar,22.883416666666665,85.51661111111112
Jharkhand,Latehar,Balumath,NA,Heranj,Latehar,23.94875,84.61047222222221
Jharkhand,Simdega,Bano,NA,Bano,Kolebira,22.648972222222223,84.92211111111112
Jharkhand,Garhwa,Bhandaria,Barkol,NA,Bishrampur,23.604361111111118,83.80661111111111
Jharkhand,Gumla,Gumla,Kolambi-Dipatoli,NA,Gumla,23.344944444444444,85.20097222222222
Jharkhand,Ranchi,Bundu,Pundigiri,Bundu,Tamar,23.165694444444444,85.5858611111111
Jharkhand,Khunti,Murhu,Salehatu,NA,Khunti,23.06908333333333,85.41941666666668
Jharkhand,Gumla,Sehal-Tetartoli,Ghaghra,NA,Bishnupur,23.266777777777776,84.55161111111111
Jharkhand,Palamu,Chhatarpur,Charai,NA,Chhatarpur,24.30536111111111,84.20127777777778
Jharkhand,Latehar,Chandawa,Chandawa,NA,Latehar,23.67688888888889,84.73844444444444
Jharkhand,Hazaribagh,Hazaribagh,Telaiya,NA,Hazaribagh,24.32513888888889,85.52947222222222
Jharkhand,East Singhbhum,Ghatshila,Maheshpur,Ghatsila,Ghatshila,24.47386111111111,87.76736111111111
Jharkhand,Gumla,Arangloya,Bishunpur,NA,Bishunpur,24.535500000000003,84.70180555555555
Jharkhand,Giridih,Bengabad,NA,Badkitand forest,Gandey,23.75638888888889,86.15508333333334
Jharkhand,Dhanbad,Topchanchi,Topchanchi,NA,Tundi,23.902305555555557,86.18941666666667
Jharkhand,Dumka,Kathikund,NA,Kathikund forest,Shikaripara,24.36163888888889,87.41991666666667
Jharkhand,Hazaribagh,Banihara,NA,"Mudia, Sadar Police Station",Hazaribagh,23.994861111111117,85.35544444444444
Jharkhand,East Singhbhum,Jamshedpur,Gorabandha,Ghatsila Sub-Division,Jugsalai,22.82438888888889,86.37927777777777
Jharkhand,Palamu,Patan,NA,Nawajaipur Police (Nawa),Chhatarpur,24.28591666666667,84.09988888888888
Jharkhand,Giridih,Giridh,Kolharia,NA,Giridh,24.19933333333333,86.1213611111111
Jharkhand,Dumka,Ramgarh,NA,Koramba forest,Jama,23.630305555555555,85.50280555555555
Jharkhand,Latehar,Garu,NA,Sarju-Gotag hills,Manika,23.641166666666667,84.37788888888888
Jharkhand,Gumla,Gumla,Toto,NA,Gumla,23.13155555555556,84.52847222222222
Jharkhand,West Singhbhum,NA,NA,Saranda forest,Jaganathpur,22.107361111111118,85.27677777777778
Jharkhand,Khunti,Murhu,Balo,Murhu,Khunti,22.950805555555554,85.21794444444444
Jharkhand,Ranchi,Bundu,NA,NA,Tamar,23.051305555555555,85.65486111111112
Jharkhand,Dumka,Kathikund,NA,"Kulkanth forest, Kathikund Police Station",Shikaripara,24.36163888888889,87.41991666666667
Jharkhand,Khunti,Murhu,Balo,Murhu,Khunti,22.950805555555554,85.21794444444444
Jharkhand,Palamu,Panki,Tarvadih,NA,Panki,24.035972222222224,84.47769444444445
Jharkhand,West Singhbuhm,Manoharpur,NA,Manoharpur railway station,Manoharpur,22.37322222222222,85.20011111111111
Jharkhand,Hazaribag,Bishnugarh,Dudhmania,NA,Mandu,24.06077777777778,85.64047222222223
Jharkhand,Ranchi,Bundu,NA,Panchparganiya,Tamar,23.051,85.65572222222222
Jharkhand,Ranchi,Bundu,NA,Bundu,Tamar,23.165055555555558,85.58713888888889
Jharkhand,Hazaribagh,Katkamsandi,NA,Dumri forests,Katkamsandi,24.00036111111111,85.99919444444444
Jharkhand,Gumla,Bishunpur,Reheldag,NA,Bishnupur,23.676333333333336,84.56802777777777
Jharkhand,Latehar,Chandwa,Ninder,NA,Latehar,23.6765,84.762
Jharkhand,Ranchi,Ranchi,Ranchi,Gandhi Nagar,Hatia,23.410138888888888,85.31619444444445
Jharkhand,Chatra,Simaria,Sila,NA,Simaria,23.96775,85.16433333333335
Jharkhand,Palamu,Chainpur,Rabda,NA,Daltonganj,24.356527777777774,84.29547222222222
